model,alpha,alpha_se,beta,beta_se,"Wald(α=0,β=1)",p-value,R²,bias_comp,regr_comp,disturb_comp,ticker
HAR,9.84561394876221e-05,3.445827122029928e-05,0.7821086039163427,0.2107466728883376,21.613315689806207,2.0264137802983306e-05,0.17414432725850737,3.537565999030723e-09,7.754750872775824e-10,4.7382354619894955e-08,AAPL
LogHAR,-9.883890022908688e-06,5.140189482774251e-05,1.4934266123069353,0.33554403522157494,21.200599765334697,2.4908538972301386e-05,0.19735694542358595,5.203927875306414e-09,1.2360677144042258e-09,4.605056198123344e-08,AAPL
LevHAR,8.030631571231714e-05,3.793017737399602e-05,0.9031204634937829,0.23908072520184132,20.93229472183488,2.8484588796784394e-05,0.17265537243424622,4.013315059816464e-09,1.1398962319172225e-10,4.746778139339153e-08,AAPL
SHAR,9.903205584600281e-05,3.485070261884179e-05,0.7785638627522213,0.21299872526475996,21.501289277736735,2.143158822776048e-05,0.1716141329600228,3.5286787213829512e-09,7.964784743026489e-10,4.7527521102931943e-08,AAPL
HARQ,3.679371970009515e-05,3.911382065094819e-05,1.211528190338449,0.25617414466625876,20.068707319326254,4.386676177314808e-05,0.13061634036360503,5.182244243319306e-09,2.284438411470642e-10,4.987971412109922e-08,AAPL
HAR-X,0.00018471891788508034,2.095782391443583e-05,0.3006885589509819,0.121560220306524,77.79257473701344,0.0,0.08062039502708562,3.593690716211929e-09,2.5018707167996068e-08,5.274816400850873e-08,AAPL
RR,0.0001784922231135345,2.2222176033369246e-05,0.33870121099330475,0.13394262144587815,66.2444683298139,4.107825191113079e-15,0.08622868570763731,3.79303425684198e-09,1.885932762353564e-08,5.242639589985698e-08,AAPL
LA,-0.00025205764904545955,0.00013396451636560002,3.772088815766768,1.071083462644797,45.21166497274291,1.5219892013362823e-10,0.1632598025659554,1.1740503856298913e-08,5.058738277425321e-09,4.80068395339956e-08,AAPL
EN,-0.00016374777950236498,0.00010922244259760792,3.023324081004098,0.8595440267196595,42.72249388245207,5.28358023998976e-10,0.16258831215512093,1.1101452271035822e-08,4.177950588615161e-09,4.804536539005031e-08,AAPL
P-LA,0.00010347024786545992,3.566161808234334e-05,0.7577194187635301,0.2162752530622176,21.474484885249638,2.17207519653817e-05,0.16051521727635587,3.6405234124093532e-09,9.415623243282953e-10,4.816430641079824e-08,AAPL
A-LA,0.00023836792678056157,,2.8098152738765143e-08,,41.00872269571153,1.244712333203779e-09,0.0,1.4518006979963702e-08,0.0,5.737365036508802e-08,AAPL
BG,5.9226071306186973e-05,4.734913355956499e-05,1.21978077945898,0.32163507024107646,28.402091395471544,6.800865973710657e-07,0.06389733381916929,8.372973064457941e-09,1.1901756665673622e-10,5.370762707528569e-08,AAPL
RF,6.697736609679245e-06,4.75790729166437e-05,1.5460287052682373,0.3280368406059758,27.55558055458216,1.0384407203023471e-06,0.09278567364798662,7.835676788340186e-09,6.640323694949434e-10,5.205019756631927e-08,AAPL
GB,-0.0003308600251685787,0.00011672799072137231,4.445585684765981,0.9452438219971687,46.547460082708255,7.804545898437709e-11,0.11570204928193195,1.2171499498587671e-08,3.987692594817152e-09,5.0735401443062284e-08,AAPL
NN1_ensemble,0.00013487857257432794,3.107651066165481e-05,0.6580805347043395,0.21170821760656414,37.62278507049977,6.765751181525559e-09,0.1141822011275404,6.578591810201366e-09,1.768481229121383e-09,5.0822600679680356e-08,AAPL
NN2_ensemble,9.768339968906594e-05,3.893724342272044e-05,0.9862952617456371,0.3013890216513508,42.81005318836263,5.057257945750848e-10,0.15349827232720348,9.163958064889735e-09,1.7003705384554173e-12,4.856689415694198e-08,AAPL
NN3_ensemble,-5.542870906208874e-05,5.938904640364315e-05,2.197998397697967,0.4719673143410383,44.220012623057116,2.498884432711179e-10,0.16877893540833744,1.0962590833396958e-08,2.8766594871209138e-09,4.769018673597829e-08,AAPL
NN4_ensemble,-9.033901689970766e-05,0.00024001991931666452,2.7907500691743463,2.070308075850173,46.95930198638867,6.352096626471848e-11,0.015122018488315403,1.4540376966887671e-08,3.5723196464402653e-10,5.6506044963525035e-08,AAPL
HAR,8.250853313186558e-05,3.085630977270732e-05,0.9494691010638715,0.13248588503912156,33.004610254695955,6.809887609371401e-08,0.28805156179380986,5.00676637194475e-09,3.57035363789709e-11,3.115567500443095e-08,AMZN
LogHAR,1.691922803402847e-05,3.108794837937511e-05,1.2281719563316935,0.13448161213791607,32.445175889724446,9.007817391992745e-08,0.32641273978709784,4.917052450039659e-09,4.930170092796609e-10,2.9476946138394912e-08,AMZN
LevHAR,4.55572474413171e-05,2.5629436811526045e-05,1.117412224819717,0.10692436330012395,34.11780559942627,3.9031266774181006e-08,0.3199517264186259,5.276358710492004e-09,1.5458696807757777e-10,2.9759687446479774e-08,AMZN
SHAR,8.155236575584648e-05,3.104743742068675e-05,0.9541209114696776,0.13354864710548406,32.98640447811846,6.872160263071692e-08,0.2884154259995595,5.025401796227183e-09,2.9182993749204066e-11,3.1139751892121526e-08,AMZN
HARQ,5.851937026158984e-05,2.6251613317679836e-05,1.0195554954120525,0.11079540067611778,27.272898396008866,1.1960941341815357e-06,0.3046785771962084,3.9960315608874075e-09,4.9050839853295324e-12,3.042805786199294e-08,AMZN
HAR-X,0.0002199548727297116,2.2997155024573365e-05,0.37276539273912507,0.10629980381956977,101.31572695190792,0.0,0.1342741982205954,6.357000985828171e-09,1.663680949462827e-08,3.788514768168927e-08,AMZN
RR,0.00021995487151078846,2.2997155204761414e-05,0.3727653973022678,0.10629980473045085,101.31572500135076,0.0,0.13427419975707722,6.357000900789627e-09,1.6636809035621707e-08,3.7885147614451076e-08,AMZN
LA,4.768334299254777e-05,3.588247021831469e-05,1.1613115807827605,0.16459823778606295,42.23781575531997,6.732476798276821e-10,0.28718643663183185,6.920292871816446e-09,2.4248569800419545e-10,3.1193533867430435e-08,AMZN
EN,4.499892691576523e-05,3.628227302219602e-05,1.1776644823458833,0.16712339255561948,42.96491207251174,4.680452692085169e-10,0.2871037569238415,7.050148429949928e-09,2.8594701947873114e-10,3.1197152025675296e-08,AMZN
P-LA,8.250853313186674e-05,3.0856309772707144e-05,0.949469101063871,0.1324858850391214,33.00461025469696,6.809887609371401e-08,0.28805156179380986,5.006766371944919e-09,3.570353637897236e-11,3.115567500443095e-08,AMZN
A-LA,0.0003032899990749172,1113.5223441231308,4.960747523530381e-08,4819179.239838712,-6.903064297919528,1.0,-2.220446049250313e-16,1.952321903466432e-08,9.843446380967684e-40,4.376113961697861e-08,AMZN
BG,0.00010377947949016206,2.8717523136262143e-05,0.8995306483513157,0.14811261714357712,57.04890026433011,4.092282068768327e-13,0.2307471536899286,6.641594281232882e-09,1.2596800323120114e-10,3.3663381208133214e-08,AMZN
RF,4.52532732043866e-05,2.902050207594845e-05,1.077354028924409,0.13503488972691272,29.825959842266418,3.337145263460073e-07,0.3034084377219307,4.067928328314323e-09,6.844871103991302e-11,3.048364061285984e-08,AMZN
GB,0.0001502160865111931,2.4338116567423923e-05,0.6828431082358521,0.0986599825301517,48.90978685430751,2.395383891240499e-11,0.1663226804697463,6.259748181423699e-09,1.5701695237159477e-09,3.6482669575471915e-08,AMZN
NN1_ensemble,0.00011984836920901949,2.4697344427825193e-05,0.9711066834018562,0.11105824242618638,74.30968151362443,1.1102230246251565e-16,0.24231107355218107,1.3085171399099354e-08,9.386912976271309e-12,3.315733089652164e-08,AMZN
NN2_ensemble,0.00013683460915329948,2.5687162876280236e-05,0.8642413654153973,0.10613792226649145,65.87571480989594,4.9960036108132044e-15,0.2085356545098569,1.2251634479440246e-08,2.251820491680556e-10,3.463538172485474e-08,AMZN
NN3_ensemble,0.00017777756801873014,3.117726867697693e-05,0.6571078467314853,0.12646968204909328,62.047590397604466,3.3639757646142243e-14,0.13732157803868428,1.2607391448082567e-08,1.6363236069766345e-09,3.7751790868003927e-08,AMZN
NN4_ensemble,0.00018909044695544915,2.8949131649232782e-05,0.5898447520365059,0.1142481137732327,62.709941256697775,2.4091839634365897e-14,0.13679133516859732,1.202980892890632e-08,2.894465102353355e-09,3.77749949002727e-08,AMZN
HAR,5.249535334834921e-05,4.095151659640923e-05,1.1730254657280024,0.32116460435752764,12.368349103655442,0.0020618027617298473,0.18067494949981378,6.059038568501092e-09,4.915524933897283e-10,1.0245260892261076e-07,JPM
LogHAR,-0.00012910410179924205,8.315889533449578e-05,2.5659173524758945,0.6701409596263956,14.445592208784845,0.0007297590809469678,0.22222025402502732,7.496257869896721e-09,1.0349104547331196e-08,9.725757084279859e-08,JPM
LevHAR,-3.1628201758959504e-05,5.5298162509474334e-05,1.8408967484949137,0.46583517157228094,13.432668178828331,0.0012109693923582077,0.20000889359937668,7.2734651857758835e-09,5.218462670519377e-09,1.0003499333456683e-07,JPM
SHAR,5.484291208740832e-05,4.008520928873564e-05,1.1571482211843453,0.31455132097221006,12.390334203627294,0.0020392624067734344,0.17397241349465375,6.0619835762033634e-09,4.0122513494994633e-10,1.0329072842073567e-07,JPM
HARQ,-0.00015115186530534325,0.000103357361780421,2.762954109893847,0.8477362135926746,14.798024965961496,0.0006118566817761018,0.22134272463375404,7.818753345116986e-09,1.12685156468944e-08,9.736730162118422e-08,JPM
HAR-X,9.273161802786587e-05,3.472322889624772e-05,0.8685670530004374,0.2815204620841567,16.59550962754512,0.00024907542050389697,0.15931504300526678,5.3027146957729206e-09,4.561685735617237e-10,1.0512356124534688e-07,JPM
RR,7.906885248666622e-05,3.72326356686258e-05,0.9677120108932217,0.3052764678488456,15.246743508061623,0.0004888906300029028,0.1685410194444148,5.508989800583819e-09,2.3461843762345333e-11,1.039698978055775e-07,JPM
LA,-0.0021443783350116605,0.0005466901427366444,21.007020998277557,4.964227483285721,26.277330086670815,1.967660974266927e-06,0.25077903032709425,1.2445798367963377e-08,2.8444213136048988e-08,9.368643489620726e-08,JPM
EN,-0.003241826695784186,0.0008059335779458563,31.388259758254236,7.41744685061346,27.325543091476334,1.1650208830982223e-06,0.25077903032709425,1.2970941935681591e-08,2.939240962698841e-08,9.368643489620726e-08,JPM
P-LA,-3.7040131758082246e-05,6.5953479835069e-05,1.6706524343723994,0.48009210890293097,8.08506456336785,0.017552967032407718,0.17301886261660115,4.607326020282783e-09,3.4864467494116635e-09,1.0340996531595482e-07,JPM
A-LA,0.00022431810617205914,2858.8448354126435,2.3713695793147952e-08,23726566.40606289,6.395655386048114,0.04085084824484375,0.0,1.4066795521147864e-08,0.0,1.2504513179484128e-07,JPM
BG,0.00015657445281250053,5.641721389421138e-05,0.5179647530071407,0.34265359664083805,13.032638085223816,0.0014791036114859546,0.003982608078317296,8.747851705889694e-09,4.3131199389053405e-10,1.245471260428009e-07,JPM
RF,-2.6046637451536622e-05,4.8461534801991255e-05,1.8457701076166573,0.44628711668384335,11.842371025836572,0.002682018723655477,0.03788063043442391,7.86337565172009e-09,9.945655994683001e-10,1.2030834336969708e-07,JPM
GB,-8.875180690485927e-05,8.609674664807492e-05,2.3394206359871634,0.7307194697359245,12.662295360556067,0.001779989737261789,0.06471563096871202,8.18923875880665e-09,2.6527316365827164e-09,1.1695275719117237e-07,JPM
NN1_ensemble,8.067927839437831e-05,7.212476382826769e-05,1.2310177669215703,0.7054276284056509,21.560982897524717,2.080137539339777e-05,0.022532351063441647,1.1585319385600174e-08,9.922826978476317e-11,1.222275709864656e-07,JPM
NN2_ensemble,0.00015400868387759002,5.516193399025837e-05,0.5970831789074318,0.468886585813047,19.814988685111484,4.980006132271342e-05,0.003351018984620424,1.1355733585971912e-08,1.9081161256331469e-10,1.2462610318426238e-07,JPM
NN3_ensemble,0.0002930312481608164,7.592041874637004e-05,-0.6031237228107696,0.46785416192871354,17.50167760055433,0.00015832846344232543,0.003862546782693377,1.2185807710408279e-08,3.4124146734771783e-09,1.2456213912333562e-07,JPM
NN4_ensemble,-0.0002125070343991121,0.0001346061743671418,3.6028542185396537,1.1937084783465537,16.8256480749044,0.0002220020287873048,0.07693331713585627,1.0624232616672374e-08,5.020969195279178e-09,1.1542499501417381e-07,JPM
